name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price,id,filename,url,status,description
"Pidilite T16 Roff Cera Clean Professional Tile, Floor and Ceramic Cleaner, Multisurface Floor and Tile Cleaner, Removes St...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/51MwqAPfAjL._AC_UL320_.jpg,https://www.amazon.in/Roff-Cleaner-Rounder-Scrub-500ml/dp/B01EWID8V8/ref=sr_1_1031?qid=1679214467&s=kitchen&sr=1-1031,3.9,"2,834",₹139,₹140,154223,Roff-Cleaner-Rounder-Scrub-500ml_dp_B01EWID8V8_ref=sr_1_1031.html,https://www.amazon.in/Roff-Cleaner-Rounder-Scrub-500ml/dp/B01EWID8V8/ref=sr_1_1031,200,"About this item
MULTISURFACE TILE AND CERAMIC CLEANER  Pidilite T16 Roff Cera Clean Rapid Tile and Ceramic Cleaner is a multiple surface floor and tile cleaner that removes tough stains and cleans multitiled surfaces at home such as kitchen bathroom toilet garage factory and other sites
HOW TO USE  Use Roff Cera Clean Rapid Tile and Ceramic Cleaner on the surface directly without diluting it For mild stains mix Roff Cera floor cleaner liquid with water in 110 proportion Soak a sponge or a cloth in this solution and rub it on the surface till you get rid of the stains You can use mix of regular disinfectant and Roff Cera Clean for a hygienic and clean surface
REMOVES STUBBORN STAINS This floor cleaner liquid helps remove the most stubborn cement stains grime oil paint stains grease moss and wax from concrete asbestos terrazzo and ceramics Use Roff Cera Clean floor cleaner by diluting 11 with water to get rid of stubborn stains
Safe on Tiles  A tile cleaner cum tile shiner Roff Cera Clean Rapid Tile and Ceramic floor cleaner helps preserve the sheen of tiles floors and other such surfaces Unlike acid and other harsh cleaning agents Roff Cera Clean is safe on tile which essentially means that your expensive surfaces will remain untainted
Safety Precaution Use gloves for sensitive skin to avoid skin irritation while using any tile cleaner

See more product details"
Casio MTP-1374L-1A Chronograph Men's Quartz Multi-Dial Watch (Black Dial Black Colored Strap),stores,Men's Fashion,https://m.media-amazon.com/images/I/819v8-ZeH6L._AC_UL320_.jpg,https://www.amazon.in/Casio-Enticer-Multi-Watch-MTP-1374L-1AVDF-A834/dp/B00GRROOOS/ref=sr_1_4923?qid=1679150893&s=apparel&sr=1-4923,4.3,"1,089",,"₹4,695",509866,Casio-Enticer-Multi-Watch-MTP-1374L-1AVDF-A834_dp_B00GRROOOS_ref=sr_1_4923.html,https://www.amazon.in/Casio-Enticer-Multi-Watch-MTP-1374L-1AVDF-A834/dp/B00GRROOOS/ref=sr_1_4923,200,Error File not found at contentdriveMyDriveuniamazondataCasioEnticerMultiWatchMTP1374L1AVDFA834_dp_B00GRROOOS_refsr_1_4923html
"Tupperware FlipTop 1 Liter Bottle, Set of 4, MultiColor",home & kitchen,Kitchen & Dining,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81C84qUrqIL._AC_UL320_.jpg,https://www.amazon.in/Tupperware-Fliptop-Plastic-Bottle-Multicolour/dp/B012FYTEE6/ref=sr_1_2927_mod_primary_new?qid=1679212629&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-2927,4.5,"1,630","₹1,195","₹1,220",469790,Tupperware-Fliptop-Plastic-Bottle-Multicolour_dp_B012FYTEE6_ref=sr_1_2927_mod_primary_new.html,https://www.amazon.in/Tupperware-Fliptop-Plastic-Bottle-Multicolour/dp/B012FYTEE6/ref=sr_1_2927_mod_primary_new,200,"About this item
Ergonomically designed bottles ideal for storing and carrying water
Easy to hold and great to look at Package Contents 4Pieces Flip Top Water Bottle Set1 Litre each
Spill proof and liquid tight cover allows you to carry water on the go and store in the fridge
Colors may vary any one will be shipped

See more product details"
"Urban Platter Nori Komi Furikake Seasoning, 100g (Japanese Style, Vegan, Made with Ao Nori, Sesame Seeds, Pink Salt, Seaso...",grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/71UoOsx4nAL._AC_UL320_.jpg,https://www.amazon.in/Urban-Platter-Furikake-Seasoning-Japanese/dp/B093FGLLZQ/ref=sr_1_7636?qid=1679216296&s=grocery&sr=1-7636,4.1,139,,₹250,153724,Urban-Platter-Furikake-Seasoning-Japanese_dp_B093FGLLZQ_ref=sr_1_7636.html,https://www.amazon.in/Urban-Platter-Furikake-Seasoning-Japanese/dp/B093FGLLZQ/ref=sr_1_7636,200,"This is a
Vegetarian
product
About this item
Furikake is the quintessential Japanese seasoning that comes in various flavor profiles Although itâs referred to as a rice seasoning furikake literally means âœsprinkled overâ and is the salt and pepper of the Japanese kitchen
Typically made with toasted sesame seeds nori salt  sugar Furikake is a nutty crunchy  umamirich blend that makes it well suited as an allpurpose condiment Our Nori Komi Furikake has the freshness of the sea which comes from the Nori Flakes that are used in the seasoning
A fabulous addition to rice of course but also on sushi udon noodles soup salads ramen bowls veggies tofu sushi bowls  more Use it on avocado toast popcorn or even pasta and instantly perk up any dish
One bite of rice topped with this savoury furikake and you will never want to eat rice without it again Taste the Nori Komi Furikake and let us know if you want some more Japanese Furikakes in your pantry
Urban Platter  Simply Good Food 

See more product details"
Manna Kodo Millet | Kodri | Natural Grains 1kg (500g x 2 Packs) - (Kodra/Varagu/Arikelu/Hark/Varigu) | Native Low GI Mille...,grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/714qJ-AWaOL._AC_UL320_.jpg,https://www.amazon.in/Manna-Millet-Natural-Grains-Packs/dp/B092MLTRNL/ref=sr_1_1494?qid=1679216197&s=grocery&sr=1-1494,4.3,"1,086",₹179,₹260,1101112,Manna-Millet-Natural-Grains-Packs_dp_B092MLTRNL_ref=sr_1_1494.html,https://www.amazon.in/Manna-Millet-Natural-Grains-Packs/dp/B092MLTRNL/ref=sr_1_1494,200,"This is a
Vegetarian
product
About this item
Switch to Manna Millets today Manna millets has 100 more Fibre than white rice 30 more Protein than white rice It is also a rich source of Iron Magnesium and phosphorus Vitamin B6 and Vitamin E It has lesser calories than white rice and is packed with nutrients
Manna Millets is clinically tested and approved as Low GI Food  Certificate in images It is safe for people with life style diseases like diabetes Unlike rice the complex carbohydrates in millets which reduces a spike in glucose levels
Manna Millets are cleaned and minimally processed The coarse outer husk is removed however the nutrient rich bran is retained The millets are destoned and graded to ensure only the right grains are packed Its truly unpolished
Manna Millets can be directly cooked and cooks like rice in 68 Mins However it is recommended that its soaked since soaking removes the anti nutrients like phytic acid which reduces the absorption of nutrients to the body
Manna Millets are good for the environment Cultivating millets consumes less water and is mostly tradionally farmed These are sturdy crops which can grow in the most barren conditions Due to this nature millets retain a lot more nutrients unlike white rice
Manna Millets are available in all its forms like Foxtail Kodo Little Barnyard Proso Jowar Bajra etc Find the combo which works for you best
1 Kg Kodo Millet

See more product details"
Bikers Billet Front Fork Slider (KTM RC/Duke 200/250/390),car & motorbike,Motorbike Accessories & Parts,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/91mKrhw2W4L._AC_UL320_.jpg,https://www.amazon.in/Bikers-Billet-Front-Fork-Slider/dp/B074G2CMH9/ref=sr_1_7706?qid=1679221832&s=automotive&sr=1-7706,4.3,105,"₹1,199","₹1,999",845194,Bikers-Billet-Front-Fork-Slider_dp_B074G2CMH9.html,https://www.amazon.in/Bikers-Billet-Front-Fork-Slider/dp/B074G2CMH9,200,"About this item
Protects the sport bikes front fork and its axle front forks alloy wheel rim front axle nuts and bolts during an unexpected collision or fall
CNC machined from Delrin POM for outstanding finish 
Laseretched Bikers Billet logo for subtle stylingSold as pair with stainless steel bolts
Sliders can be easily fitted within any adjustments to the front mudguard
Fits KTM RCDuke 200250390

See more product details"
Nike Lebron XVI (gs) Big Kids Aq2465-016,stores,Sportswear,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61ekDgey4eL._AC_UL320_.jpg,https://www.amazon.in/Nike-Grade-School-Lebron-Basketball/dp/B07WJRR4ZF/ref=sr_1_3388?qid=1679149437&s=apparel&sr=1-3388,4.9,20,,"₹49,495.05",1017227,Nike-Lebron-XVI-Kids-Aq2465-016_dp_B083P6X7CG.html,https://www.amazon.in/Nike-Lebron-XVI-Kids-Aq2465-016/dp/B083P6X7CG,200,Nike LeBron XVI boys basketball sneaker Designed to the specifications of King James this performance kick features lightweight Flyknit construction to promote speed and agility and reinforced ankles for added protection and stability
"Inlight Map Type Projector Screen, 9 Feet(W) x 5 Feet(H), 16:9 Format, Supports UHD, 3D and 4K Ready Technology","tv, audio & cameras",Home Entertainment Systems,https://m.media-amazon.com/images/I/81KNgp5Oc+L._AC_UL320_.jpg,https://www.amazon.in/Inlight-Type-Projector-Screen-Size/dp/B00HFRRVLC/ref=sr_1_6683?qid=1679128497&s=electronics&sr=1-6683,3.9,249,"₹4,489","₹6,500",392471,Inlight-Type-Projector-Screen-Size_dp_B00HFRRVLC_ref=sr_1_6683.html,https://www.amazon.in/Inlight-Type-Projector-Screen-Size/dp/B00HFRRVLC/ref=sr_1_6683,200,"About this item
Easy to use and Low Maintenance 9 Feet Width x 5 Feet Height In 169 Format 120 Inches10 Feet Diagonal Length
Keeps your Eyes Strain Free while Viewing Comes With Anti UV Coating to Protect Eyes
Ideal for Presentation Meetings Rooms Home Cinema Calender Type Screen with No Spring Action or Roll Back Mechanism
Comes With 1080 P 3D and 4K Ready Technology
Comes in IMPORTED HIGH GAIN FABRICMATERIAL

See more product details"
"Ambrane Fast 100W Output Cable with Type-C to Type-C for Mobile, Laptop, Macbook & Table Charging, 480mbps Data Sync Spee...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51ILMBD-1-L._AC_UL320_.jpg,https://www.amazon.in/Ambrane-Charging-480mbps-ABCC-100-Black-Grey/dp/B09CMQRQM6/ref=sr_1_1310?qid=1679133731&s=electronics&sr=1-1310,4.2,"1,034",₹499,₹899,938534,Ambrane-Charging-480mbps-ABCC-100-Black-Grey_dp_B09CMQRQM6_ref=sr_1_1310.html,https://www.amazon.in/Ambrane-Charging-480mbps-ABCC-100-Black-Grey/dp/B09CMQRQM6/ref=sr_1_1310,200,"About this item
Stay ahead and never miss out with a 5A fast charging speed for your devices
It supports Power Delivery technology PD to keep your devices boosted up with power
Always stay ahead in the power league with a 100W power transfer
Its sturdy cord is tough enough to withstand 10000 bends
Crafted for convenience it allows you to charge and sync data with just one cable
It is widely compatible with all types of TypeC enabled devices and even laptops that have a TypeC port
We take pride in stating that this product is Made in India at our manufacturing facility in Haryana
It comes with a 6 months warranty against manufacturing defects For any issue please contact careambraneindia

See more product details"
Michael Kors Womens 36 mm Jaryn White Dial Stainless Steel Analog Watch - MK4623I,accessories,Watches,https://m.media-amazon.com/images/I/51M-5a1i5tL._AC_UL320_.jpg,https://www.amazon.in/Michael-Kors-Womens-Stainless-Analog/dp/B0BKQP8HKH/ref=sr_1_3584?qid=1679155745&s=watches&sr=1-3584,Get,FREE Delivery by Amazon,,"₹14,995",979178,Michael-Kors-Womens-Stainless-Analog_dp_B0BKQP8HKH.html,https://www.amazon.in/Michael-Kors-Womens-Stainless-Analog/dp/B0BKQP8HKH,200,Michael Kors 36mm Jaryn watch features a Vanilla PVC logoprinted dial rose goldtone case with logo topring threehand movement and rose goldtone stainless steel bangle
"iSTAR 304 Stainless Steel Anti Rust Corrosion-Free Soap Holder (Medium, Silver Finish) (Pack of 1)",home & kitchen,Home Improvement,https://m.media-amazon.com/images/I/912PbVyVSpL._AC_UL320_.jpg,https://www.amazon.in/iSTAR-Stainless-Corrosion-Free-Holder-Medium/dp/B0863Z1PP9/ref=sr_1_2311?qid=1679214149&s=kitchen&sr=1-2311,4.3,379,₹328,"₹1,198",396934,iSTAR-Stainless-Corrosion-Free-Holder-Medium_dp_B0863Z1PP9_ref=sr_1_2311.html,https://www.amazon.in/iSTAR-Stainless-Corrosion-Free-Holder-Medium/dp/B0863Z1PP9/ref=sr_1_2311,200,"About this item
 MATERIAL Made from Highest Quality Stainless Steel  304 rustproof and durable Smooth edge wont hurt your hand Convenient for using the bottom hole can keep soap dry convenient and practical
 FINISH  It has Natural Full Glossy Finish
 INSTALLATION Easy wall mount Installation No Technician required for Installation It is wall mounted with screw Screw and wall grips are provided along with product
 FEATURES Its Rust Free Corrosion Resistant Anti Moisture Not change with temperature
 STYLISH DESIGN Looks sleek Make In India

See more product details"
TECHONTO 360° Degree Cell Phone Holder with Adjustable Clamp Phone Tripod Mount Adapter Compatible with Smartphones & All ...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61ny+rqFQYL._AC_UL320_.jpg,https://www.amazon.in/TECHONTO-Adjustable-Adapter-Compatible-Smartphones/dp/B08W1KX225/ref=sr_1_356?qid=1679133669&s=electronics&sr=1-356,4.3,"2,241",₹195,₹699,937580,TECHONTO-Adjustable-Adapter-Compatible-Smartphones_dp_B08W1KX225_ref=sr_1_356.html,https://www.amazon.in/TECHONTO-Adjustable-Adapter-Compatible-Smartphones/dp/B08W1KX225/ref=sr_1_356,200,"About this item
EASY INSTALL WITH 360 ROTATION TECHONTO Tripod Phone Holder will help you shoot steady video in different angle of pictures Portable with light easier carry for a trip or any out door activity It will be your capable assistant tool
RELIABLE QUALITY AND SAFER Hold your smartphone steadily with or without a case also the screw secure with a tight grip and will not damage the exterior of your phone
UNIVERSAL 14 STANDARD SCREW 100 compatible with all any regular sized tripod monopod and selfie sticks Ring Light with standard 14 screw thread at the bottom
EASY MOUNT The TECHONTO 360 tripod phone mount features 14 screw holes so you can mount it on any tripod or monopod with a 14 mount
UNIVERSAL COMPATIBILITY The adjustable phone clip works with all Smart phones even those with a thick protective case from a small iPhone 5 to a huge iPhone 12 Pro Max

See more product details"
"Nihar Shanti Amla Badam Hair Oil, 500 ml",stores,Amazon Fashion,https://m.media-amazon.com/images/I/61BNYQJ+V2L._AC_UL320_.jpg,https://www.amazon.in/Nihar-Naturals-Shanti-Badam-500ml/dp/B00CBRHYKO/ref=sr_1_6894?qid=1679212436&s=apparel&sr=1-6894,4.2,"3,874",₹128,₹170,158214,Nihar-Naturals-Shanti-Badam-500ml_dp_B00CBRHYKO_ref=sr_1_6894.html,https://www.amazon.in/Nihar-Naturals-Shanti-Badam-500ml/dp/B00CBRHYKO/ref=sr_1_6894,200,"About this item
The goodness of amla and baadaam oil
For black silky and strong hair
5 of all our profits go towards childrens education
Largest selling hair oil in the country
Amla hair oil with a pleasing fragrance
Apply for 45 minutes before shampoo

See more product details"
RANI SAAHIBA Women's Pure Cotton Printed Saree Without Blouse Piece,women's clothing,Ethnic Wear,https://m.media-amazon.com/images/I/91TPMP3emJL._AC_UL320_.jpg,https://www.amazon.in/RANI-SAAHIBA-Printed-Without-SKR5651_Beige-Green/dp/B08GZKF46L/ref=sr_1_7719?qid=1679154409&s=apparel&sr=1-7719,4.1,14,₹399,"₹1,699",268711,RANI-SAAHIBA-Womens-Printed-Without_dp_B08XPWMK9B.html,https://www.amazon.in/RANI-SAAHIBA-Womens-Printed-Without/dp/B08XPWMK9B,200,Explore the collection of beautifully designed Saree from RANI SAAHIBA on Amazon Each piece is elegantly crafted and will surely add to your wardrobe Pair this piece with heels or flats for a graceful look
Tata Sky Universal Remote Compatible for SD/HD,"tv, audio & cameras",Home Entertainment Systems,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61VfgADIgXL._AC_UL320_.jpg,https://www.amazon.in/Tata-Sky-Universal-Remote-Compatible/dp/B08CKW1KH9/ref=sr_1_286_mod_primary_new?qid=1679128138&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-286,3.5,351,₹150,₹499,812304,Tata-Sky-Universal-Remote-Compatible_dp_B08CKW1KH9.html,https://www.amazon.in/Tata-Sky-Universal-Remote-Compatible/dp/B08CKW1KH9,200,"About this item
This is a Best Genuine Quality Aftermarket Replacement Remote from brand Not Original Tata Sky Remote
Long Distance Ultra wide angle Range Can be operated from any corner of the room Premium Quality Product NOTE For best performance please insert new batteries before using
100 Best Quality Replacement remote for Tata Sky SD  HD  HD  4K DTH Set Top Box Pairing Required to Sync TV Functions Compatible Remote Control for Tata Sky Without Recording Feature
All Products are checked by Electronic Testing device Before Shipment
IMPORTANT Please check the images of the item  look closely at all the buttons and match with your existing  old remote before purchase

See more product details"
Reebok Men's Work N Cushion 4.0 Walking Shoe,stores,Sportswear,https://m.media-amazon.com/images/I/71OloBfxAlL._AC_UL320_.jpg,https://www.amazon.in/Reebok-Mens-Cushion-Walking-White/dp/B07T5MQHND/ref=sr_1_3670?qid=1679149447&s=apparel&sr=1-3670,4.3,"2,618",,"₹10,789.92",1017509,Reebok-Mens-Work-Cushion-Walking_dp_B083P528ZM.html,https://www.amazon.in/Reebok-Mens-Work-Cushion-Walking/dp/B083P528ZM,200,Support and cushioning for long days on your feet
"HP Deskjet 2331 Colour Printer, Scanner and Copier for Home/Small Office, Compact Size, Reliable, Easy Set-Up Through HP S...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/615Kr5gtGhL._AC_UL320_.jpg,https://www.amazon.in/HP-DeskJet-Inkjet-Colour-Printer/dp/B08D9NDZ1Y/ref=sr_1_1041?qid=1679133713&s=electronics&sr=1-1041,3.5,"22,081","₹4,198","₹4,971",938265,HP-DeskJet-Inkjet-Colour-Printer_dp_B08D9NDZ1Y_ref=sr_1_1041.html,https://www.amazon.in/HP-DeskJet-Inkjet-Colour-Printer/dp/B08D9NDZ1Y/ref=sr_1_1041,200,"About this item
AllinOne printerThis printer accomplishes all your printing tasks and meets your scanning needs with its flatbed scanner With print copy scan functions is perfect for home office use
Seamless connectivityFeaturing a HiSpeed USB 20 this printer ensures a quick and efficient connection for your printing jobs
Quality printsEnjoy highquality prints with HP 805 Setup Black Cartridge and HP 805 Setup Tricolor Cartridge Get up to 120 pages black and 75 pages Tricolor yield
Warranty and supportExperience peace of mind with a oneyear warranty Reach out to our 12x7 voice support or 24x7 chat support for quick assistance
Fast printingWith print speeds of up to 75 ppm black and 55 ppm color you can get your tasks done efficiently and quickly
Input and outputThis printer supports a variety of media sizes including A4 B5 A6 and DL envelope and has a 60sheet input tray and a 25sheet output tray
Easytouse interfaceThe HP DeskJet 2331 features 5 buttons Cancel Resume Color copy Mono copy and Power and 2 LED Indicator lights Color ink and Black ink for easy navigation
Compatible OSEasily work across devices with compatibility with various operating systems including Windows 11107 and macOS 1012
1000page duty cycleWith a duty cycle of up to 1000 pages this printer is perfect for handling your monthly home printing requirements
Show More

See more product details"
"Cetaphil Face Wash Gentle Skin Cleanser for Dry to Normal, Sensitive Skin, 125 ml Hydrating Face Wash with Niacinamide, Vi...",stores,Amazon Fashion,https://m.media-amazon.com/images/I/71t9JRry+3L._AC_UL320_.jpg,https://www.amazon.in/Cetaphil-Gentle-Skin-Cleanser-125ml/dp/B01CCGW4OE/ref=sr_1_68?qid=1679212359&s=apparel&sr=1-68,4.3,"19,963",₹283,₹305,157148,Cetaphil-Gentle-Skin-Cleanser-125ml_dp_B01CCGW4OE_ref=sr_1_68.html,https://www.amazon.in/Cetaphil-Gentle-Skin-Cleanser-125ml/dp/B01CCGW4OE/ref=sr_1_68,200,"About this item
IDEAL FOR DRY TO NORMAL SENSITIVE SKIN NonComedogenic Hypoallergenic formula free from Parabens Sulphates Fragrances  Oils
GENTLE SKIN CLEANSER Formulated with Micellar Technology that gently yet effectively removes dirt makeup and impurities PROTECTS AGAINST DRYNESS Clinically proven to provide continuous hydration leaving the skin hydrated after cleansing
DERMATOLOGIST RECOMMENDED Blend of Niacinamide Vitamin B5 and Hydrating Glycerin to reinforce skins natural moisture barrier even after repeat washes
DEFENDS AGAINST 5 SIGNS OF SKIN SENSITIVITY Defends against dryness irritation roughness tightness and a weakened skin barrier
Target Audience Keywords Unisex Adult
IDEAL FOR DRY TO NORMANonComedogenic Hypoallergenic formula free from Parabens Sulphates Fragrances  Oils

See more product details"
Masha Women's Cotton Maxi Nightdress,women's clothing,Lingerie & Nightwear,https://m.media-amazon.com/images/I/81HKtgyoVUL._AC_UL320_.jpg,https://www.amazon.in/Masha-Womens-Cotton-Kaftan-NT-A61-598/dp/B01AXRT992/ref=sr_1_116?qid=1679154844&s=apparel&sr=1-116,3.8,525,₹499,₹899,871962,Masha-Womens-Cotton-Kaftan-NT-A61-598_dp_B01AXRT992_ref=sr_1_116.html,https://www.amazon.in/Masha-Womens-Cotton-Kaftan-NT-A61-598/dp/B01AXRT992/ref=sr_1_116,200,Espicially stylised kaftan nightwear to comfort you This nighty is a combination of comfort and luxury This nightwear an ideal choice for you especially if you seek relaxation at night
Sony WH-XB900N Bluetooth Wireless Over Ear Headphones with Mic (Black),"tv, audio & cameras",Headphones,https://m.media-amazon.com/images/I/71kwIufgY-L._AC_UL320_.jpg,https://www.amazon.in/Sony-WH-XB900N-Wireless-Cancellation-Headphones/dp/B07TS8K3GF/ref=sr_1_3274?qid=1679128889&s=electronics&sr=1-3274,4.4,"1,453","₹18,990","₹19,990",367083,Sony-WH-XB900N-Wireless-Cancellation-Headphones_dp_B07TS8K3GF_ref=sr_1_3274.html,https://www.amazon.in/Sony-WH-XB900N-Wireless-Cancellation-Headphones/dp/B07TS8K3GF/ref=sr_1_3274,200,"About this item
Noise Cancelling  Wireless Noise Cancellation Headphones with Noise Cancellation Optimizer
Extra Bass  Wireless Extra Bass Headphones for Bass Music
Builtin mic for easy conversation  Its easy to talk even with your headphones on  a builtin mic enables you to take handsfree calls from selected smartphones
Quick attention mode  Cover the right ear cup with your palm to turn down your music for instant easy conversation
Touch controls  Change the track turn the volume up or down and take or make calls by tapping or swiping the panel with your fingertip
Smart listening  WHXB900N adjusts the ambient sound to your activity to give you the best noise cancellation
Long battery lifeQuick Charge A single charge provides up to 30 hrs of playtime for reliable all day listening and Quick charge for 10min charge for 60 min play back
Sleek design and longlisten comfort  Whatever your look the simple sleek sophisticated design with a onecolour accent on the housing is the perfect match
Voice assistant  Alexa enabled and Google Assistant Inbuilt for voice access to music information and more Activate with a simple touch
Show More

See more product details"
Trueview Smart All Time Color WiFi IP Bullet Camera 3.0 MP CCTV Camera (T18077),"tv, audio & cameras",Cameras,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41G5p3YECDL._AC_UL320_.jpg,https://www.amazon.in/Trueview-Smart-Bullet-Camera-T18077/dp/B0BMQLBC22/ref=sr_1_4134?qid=1679130162&s=electronics&sr=1-4134,5.0,1,"₹2,760","₹6,500",204819,Trueview-Smart-Bullet-Camera-T18077_dp_B0BMQLBC22.html,https://www.amazon.in/Trueview-Smart-Bullet-Camera-T18077/dp/B0BMQLBC22,200,"About this item
CrystalClear 3MP Color Vision Capture vivid highdefinition footage day or night with alltime color vision and infraredwhite duallight technology
Smart Motion  Human Detection Receive instant mobile notifications and deter intruders with customizable prerecorded alarm broadcasts
Easy Connectivity  Storage Set up effortlessly with QR code scanning or hotspot connection and store weeks of footage with 256GB SD card support
Versatile Night Vision Choose from three adjustable night vision modes for optimal clarity in any lighting condition
Remote Monitoring  Compatibility Access live feeds via mobile app or PC software with full ONVIF NVR and Alexa integration for seamless smart home control

See more product details"
Shiv Textiles Womens Jacquard Banarasi Silk Printed Work Saree with Un-Stitched Blouse Piece Heavy Print Pallu Sari For Ho...,women's clothing,Ethnic Wear,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41rHBbET90L._AC_UL320_.jpg,https://www.amazon.in/Shiv-Textiles-ZM01-Navy-Blue/dp/B07T2RVRTW/ref=sr_1_196?qid=1679154142&s=apparel&sr=1-196,4.0,"3,121",₹999,"₹4,599",261236,Shiv-Textiles-ZM01-Navy-Blue_dp_B07T2RVRTW_ref=sr_1_196.html,https://www.amazon.in/Shiv-Textiles-ZM01-Navy-Blue/dp/B07T2RVRTW/ref=sr_1_196,200,The Designer Saree from the house of Shiv Textiles Fashion is designed as per the latest trends giving the best experience to the Indian Women The Banarasi Art Silk sarees soft and breathable fabric will keep you feeling comfortable all day long It a traditional look thats perfect for ethnic functions There is repair Jacquard Woven work using silver zari Zari Woven works on the saree may have a contemporary or an abstract design which you can wear to a family function or on a festive occasion This graceful saree is provide with a running unstitched blouse piece It can be designed and tailored as per your style and specification The total length of the saree is 63 metres inclusive of the 08 metre blouse piece
Lauris Running Spikes For Athletics Track And Field Shoes Replaceable Changeable Spikes Nails For Men Boys Women Girl Havi...,sports & fitness,"All Sports, Fitness & Outdoors",https://m.media-amazon.com/images/I/61tpAPXHznL._AC_UL320_.jpg,https://www.amazon.in/Lauris-astrotruff-Key-Pack-15/dp/B07GRWZS9N/ref=sr_1_5444?qid=1679218466&s=sports&sr=1-5444,3.8,50,₹270,₹500,89540,Lauris-astrotruff-Key-Pack-15_dp_B07GRWZS9N_ref=sr_1_5444.html,https://www.amazon.in/Lauris-astrotruff-Key-Pack-15/dp/B07GRWZS9N/ref=sr_1_5444,200,REPLACEMENT SPIKES shoe for running PACK OF 15 NAILS AND ONE KEY USED FOR INDIAN SHOES ON SYNTHETIC AND ASTROTURFF SURFACES
Butterfly Jet Elite 750-Watt Mixer Grinder with 3 Jars (Grey),appliances,Kitchen & Home Appliances,https://m.media-amazon.com/images/I/71Fg3ZIyFhL._AC_UL320_.jpg,https://www.amazon.in/Butterfly-Jet-Elite-750-Watt-Grinder/dp/B07FF2B73L/ref=sr_1_1085?qid=1679134531&s=kitchen&sr=1-1085,3.9,"2,237","₹2,799","₹4,854",471665,Butterfly-Jet-Elite-750-Watt-Grinder_dp_B07FF2B73L_ref=sr_1_1085.html,https://www.amazon.in/Butterfly-Jet-Elite-750-Watt-Grinder/dp/B07FF2B73L/ref=sr_1_1085,200,"About this item
750 watts powerful motor Seed Collector No
Aesthetically designed with ABS body which is shock free Auto Switch Off Yes
Elegant handle and unbreakable lid
Special ventilator to reduce motor heating
3 speed motor for faster and efficient grinding
Warranty 2 years on product
Power 750 watts Operating Voltage 220  240 volts
Includes Mixer Grinder Liquid Jar with Lid Dry Jar with Lid Chutney Jar with Lid Spatula and User Manual with Warranty Card

See more product details"
Khadi Natural Amla & Bhringraj Shampoo/Cleanser for Controlling Dandruff & Hair fall | Shampoo for Reducing Scalp Irritati...,beauty & health,Beauty & Grooming,https://m.media-amazon.com/images/I/71JpIndnuxL._AC_UL320_.jpg,https://www.amazon.in/Khadi-Natural-Bhringraj-Shampoo-Cleanser/dp/B01N3YESMI/ref=sr_1_400?qid=1679214946&s=beauty&sr=1-400,4.1,"11,379",₹179,₹250,684297,Khadi-Natural-Bhringraj-Shampoo-Cleanser_dp_B01N3YESMI_ref=sr_1_400.html,https://www.amazon.in/Khadi-Natural-Bhringraj-Shampoo-Cleanser/dp/B01N3YESMI/ref=sr_1_400,200,"About this item
Hair Growth is not a Dream anymore A hair care recipe that is years old will produce outstanding effects and encourage hair growth Increased hair growth results from the oils in the shampoo penetrating deeply into the roots and stimulating the hair follicles
Relieves Dandruff  Itchy Scalp The shampoos timetested Ayurveda ingredients make sure that the scalp is entirely cleansed and that the roots are stimulated which reduces dandruff
Complete Care Amla  Bhringraj Hair Cleanser contains the most effective ayurvedic herbs and oils for scalp and hair cleansing leading to complete hair care
Natural Made The shampoo is made from natural ingredients and is devoid of synthetic preservatives artificial colours  sulphates parabens and SLS This bottle contains pure bliss from love and care
We LOVE every hair type The shampoo is dermatologically tested and can be used on all hair types We love animals and are against animal cruelty All our products are ISO WHO GMP Certified

See more product details"
